sender,receiver,number_of_characters,contains_urgent,contains_important,urgency_classification,send_date,send_time,claim_type,initial_priority,number_of_attachments,message_language
Architect,Electrician,298,False,False,not urgent and not important,2021-03-22,2021-03-22 08:33:14,technical,medium,0,English
Electrician,Architect,184,False,False,not urgent and not important,1995-11-15,1995-11-15 20:22:00,administrative,medium,0,English
General Contractor,Electrical Subcontractor,94,False,False,not urgent and not important,1996-05-22,1996-05-22 11:09:55,logistical,low,0,English
Construction Company,Construction Company,160,False,False,not urgent and not important,1988-08-04,1988-08-04 00:19:47,administrative,medium,0,English
Consultant,Electrician,102,False,False,urgent and not important,2022-10-12,2022-10-12 17:08:24,logistical,low,0,English
Architect,Electrician,167,False,False,not urgent and not important,2017-05-12,2017-05-12 11:41:57,technical,medium,0,Spanish
Contractor,Owner,266,False,False,not urgent and not important,2020-06-21,2020-06-21 06:33:18,technical,medium,0,Spanish
Supplier,Architect,121,False,False,not urgent and not important,1985-07-01,1985-07-01 13:57:15,technical,medium,0,German
Electrician,Architect,77,False,False,not urgent and important,1993-07-15,1993-07-15 09:04:15,administrative,medium,0,English
Mechanic,Electrician,26,False,False,not urgent and not important,1966-10-31,1966-10-31 11:27:45,technical,medium,0,Spanish
Other,Architect,63,False,False,not urgent and not important,1993-08-31,1993-08-31 16:50:55,logistical,high,0,German
superintendent,superintendent,224,False,False,not urgent and not important,2021-03-29,2021-03-29 15:09:39,administrative,high,0,English
architect,electrician,249,False,False,not urgent and not important,1996-04-04,1996-04-04 16:38:34,technical,low,0,Spanish
Architect,Architect,56,True,False,urgent and not important,2020-12-27,2020-12-27 11:48:44,technical,high,0,Spanish
Electrician,Architect,20,False,True,urgent and important,2019-08-21,2019-08-21 11:00:28,administrative,medium,0,English
electrician,electrician,253,False,False,not urgent and not important,2019-08-06,2019-08-06 12:03:54,technical,low,0,English
Construction,Contractor,109,False,False,not urgent and not important,2022-07-03,2022-07-03 20:38:42,technical,medium,0,English
Demolition Contractor,Architect,120,False,False,not urgent and not important,1984-10-18,1984-10-18 15:55:00,technical,low,0,Spanish
Electrician,Architect,120,False,False,not urgent and not important,1998-08-28,1998-08-28 12:42:50,technical,high,0,Spanish
Contractor,Architect,219,False,False,not urgent and not important,1994-08-26,1994-08-26 17:07:39,technical,low,0,English
Electronic Engineer,Architect,165,True,False,not urgent and not important,1995-08-08,1995-08-08 14:54:06,technical,medium,0,German
Electrical Contractor,Architect,34,False,False,not urgent and not important,1995-10-22,1995-10-22 08:48:17,technical,low,0,English
Contractor,Architect,377,False,False,not urgent and not important,1997-09-29,1997-09-29 10:25:16,technical,medium,0,German
Architect,Architect,97,False,False,not urgent and not important,2018-12-23,2018-12-23 06:20:13,technical,low,0,English
Electrician,Electrician,431,False,False,urgent and important,1988-02-11,1988-02-11 10:29:59,technical,low,0,German
Contractor,Contractor,131,False,False,not urgent and not important,1959-05-28,1959-05-28 11:35:15,administrative,medium,1,Spanish
subcontractor,architect,49,False,False,not urgent and not important,1970-01-17,1970-01-17 13:11:32,technical,medium,0,English
electrician,architect,55,False,False,not urgent and not important,2016-09-20,2016-09-20 07:47:30,technical,medium,0,French
Architect,Architect,170,False,False,not urgent and not important,2017-10-15,2017-10-15 09:51:50,technical,medium,0,English
Electrician,Architect,46,False,False,not urgent and not important,2013-04-03,2013-04-03 03:10:19,technical,low,0,English
Contractor,Architect,677,True,False,not urgent and not important,2008-02-15,2008-02-15 17:39:14,technical,medium,0,English
Architect,Engineer,165,False,False,not urgent and not important,2015-06-24,2015-06-24 11:38:54,technical,low,0,English
Architect,Architect,281,False,False,not urgent and not important,2019-09-12,2019-09-12 10:16:58,administrative,low,1,English
Electrician,Architect,71,False,False,not urgent and not important,2019-08-14,2019-08-14 16:19:09,technical,medium,0,English
Consultant,Consultant,38,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,medium,0,English
architect,architect,49,False,False,not urgent and not important,2018-07-12,2018-07-12 12:53:55,logistical,medium,0,German
Architect,Chief Estimator,295,False,False,not urgent and not important,2017-08-17,2017-08-17 21:39:39,technical,low,0,English
Client,Client,63,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,high,0,German
Architect,Contractor,1155,False,False,not urgent and not important,2017-08-16,2017-08-16 09:20:19,technical,medium,0,German
Architect,Architect,705,False,False,not urgent and not important,2020-09-07,2020-09-07 10:12:43,technical,medium,0,Spanish
Architect,Architect,293,False,False,not urgent and not important,1998-06-23,1998-06-23 10:05:00,technical,low,0,English
Electrician,Architect,123,False,False,not urgent and important,1985-05-18,1985-05-18 07:54:52,technical,medium,0,English
Electrician,Architect,263,True,False,not urgent and important,2011-05-24,2011-05-24 16:11:16,technical,medium,0,English
Owner,Consultant,423,False,False,urgent and not important,1997-06-27,1997-06-27 08:20:00,logistical,medium,0,English
Engineer,Engineer,18,False,False,not urgent and not important,1999-08-27,1999-08-27 15:29:32,technical,medium,0,French
Electrician,Architect,177,False,False,not urgent and not important,2019-04-05,2019-04-05 22:01:41,technical,high,1,English
Designer,Designer,379,False,False,not urgent and not important,1997-04-11,1997-04-11 09:53:00,technical,high,0,German
Project Manager,Owner,291,False,False,not urgent and not important,2019-03-29,2019-03-29 12:20:46,administrative,low,2,English
Financial Advisor,Financial Advisor,315,False,False,not urgent and not important,2008-12-14,2008-12-14 18:05:49,logistical,medium,0,English
Architect,Contractor,16,False,False,not urgent and not important,1993-01-27,1993-01-27 17:49:24,technical,low,1,English
Electrician,Architect,3,False,False,not urgent and not important,1996-04-25,1996-04-25 06:00:00,technical,medium,0,English
Architect,Electrician,125,False,False,not urgent and not important,2012-12-28,2012-12-28 10:09:26,financial,low,0,English
Contractor,Customer,270,False,False,not urgent and not important,1988-03-17,1988-03-17 18:09:32,technical,high,0,English
Electrician,Architect,68,True,False,urgent and not important,1998-01-12,1998-01-12 09:50:00,technical,high,1,English
Architect,Head of Projects,113,False,False,not urgent and not important,2017-08-21,2017-08-21 12:21:45,technical,medium,0,English
Architect,Contractor,1,False,False,not urgent and not important,2022-04-06,2022-04-06 00:00:00,logistical,medium,0,Spanish
electrician,electrician,339,False,False,not urgent and important,1948-04-01,1948-04-01 00:00:00,technical,medium,2,Spanish
Mechanical,Mechanical,291,False,True,not urgent and not important,1999-05-12,1999-05-12 13:33:16,technical,low,0,English
contractor,owner,246,False,False,not urgent and not important,2019-10-17,2019-10-17 15:42:47,technical,medium,0,English
Supplier,Main Contractor,106,False,False,not urgent and not important,1995-09-12,1995-09-12 14:38:44,technical,low,0,English
Superintendent,Electrician,175,False,False,not urgent and not important,2020-05-19,2020-05-18 16:20:22,technical,low,0,English
Contractor,Architect,183,False,False,not urgent and not important,1996-07-18,1996-07-18 15:29:26,technical,medium,0,German
Manager,Architect,105,False,False,not urgent and not important,2021-08-22,2021-08-22 06:47:03,logistical,medium,0,Spanish
Electrician,Contractor,176,False,False,not urgent and important,1991-08-26,1991-08-26 19:56:44,administrative,low,0,Spanish
Contractor,Electrician,39,False,False,not urgent and not important,1985-04-08,1985-04-08 09:38:13,technical,high,0,Spanish
Electrician,Architect,10,False,False,not urgent and not important,2017-01-19,2017-01-19 10:28:47,technical,low,0,Spanish
Contractor,Architect,35,False,False,not urgent and not important,1933-06-10,1933-06-10 10:50:00,technical,low,0,English
plumber,architect,153,False,False,not urgent and not important,2017-05-25,2017-05-25 14:10:59,logistical,low,0,English
Electrician,Architect,39,False,False,not urgent and not important,1994-11-27,1994-11-27 10:22:19,logistical,low,0,English
Electrician,Architect,278,True,False,not urgent and not important,1945-11-15,1945-11-15 13:23:55,technical,medium,0,Spanish
Electrical,Electrical,211,False,False,not urgent and important,1966-05-12,1966-05-12 01:14:58,technical,medium,0,English
Electrician,Architect,34,False,False,not urgent and not important,2021-01-05,2020-12-24 16:54:12,logistical,low,0,German
Contractor,Architect,51,False,False,not urgent and not important,1990-12-20,1990-12-20 13:05:59,technical,low,0,English
Electrician,Architect,8,False,False,not urgent and not important,2019-08-27,2019-08-27 04:55:44,technical,low,0,English
Architect,Architect,198,False,False,not urgent and not important,2018-09-08,2018-09-08 13:15:00,technical,medium,1,English
contractor,admin,30,False,False,not urgent and not important,1992-01-12,1992-01-12 16:06:10,financial,low,0,English
Contractor,Contractor,102,False,False,not urgent and not important,1966-07-10,1966-07-10 07:59:27,administrative,low,0,English
electrician,electrician,15,False,False,not urgent and not important,2019-08-09,2019-08-09 13:50:07,technical,low,0,Spanish
Architect,Customer,200,False,True,not urgent and important,1969-07-29,1969-07-29 11:51:30,administrative,medium,0,French
Mechanical,Owner,133,False,False,not urgent and not important,1998-01-05,1998-01-05 12:12:05,administrative,medium,0,English
Carpenter,Architect,783,False,False,not urgent and not important,1995-03-23,1995-03-23 09:38:52,technical,high,1,Spanish
Other,Other,164,False,False,not urgent and not important,2020-05-31,2020-05-31 14:19:00,administrative,medium,0,English
Electrician,Architect,105,False,False,not urgent and not important,2020-05-22,2020-05-21 16:01:25,technical,medium,0,English
Architect,Electrician,4,False,False,not urgent and not important,2019-05-26,2019-05-26 10:19:42,technical,low,0,English
Architect,Electrician,120,False,False,not urgent and not important,1967-08-28,1967-08-28 12:17:32,financial,low,0,English
Electrical Subcontractor,Electrical Subcontractor,17,False,False,not urgent and not important,2019-05-07,2019-05-07 13:43:47,logistical,medium,0,English
Assistant Architect,Project Manager,242,False,False,not urgent and not important,2020-06-15,2020-06-15 19:06:33,logistical,low,0,English
Other,Architect,300,False,False,not urgent and not important,1995-04-05,1995-04-05 07:57:00,administrative,low,0,English
ELECTRICIAN,Electrician,54,False,False,not urgent and not important,1999-12-15,1999-12-15 17:38:12,technical,medium,0,Spanish
Electrician,Electrician,159,False,False,not urgent and important,1990-09-10,1990-09-10 11:29:47,technical,low,0,English
Electrician,Architect,339,True,False,not urgent and not important,2016-12-30,2016-12-30 23:48:09,technical,low,1,English
Architect,Electrical,10,False,True,not urgent and important,1987-08-12,1987-08-12 12:10:50,technical,low,0,English
field engineer,field engineer,50,False,False,not urgent and not important,1991-09-23,1991-09-23 14:32:53,technical,medium,0,English
Architect,Architect,96,False,False,not urgent and not important,1999-08-18,1999-08-18 00:39:32,administrative,medium,0,English
Electrician,Electrician,6,False,False,not urgent and not important,1986-04-08,1986-04-08 02:54:58,technical,low,0,English
Architect,Electrician,299,False,False,not urgent and not important,1994-12-07,1994-12-07 14:36:15,administrative,low,0,Spanish
Consultant,Contractor,144,False,True,urgent and important,2023-01-19,2023-01-19 09:26:56,technical,medium,1,English
electrician,electrician,18,False,True,not urgent and not important,1999-11-19,1999-11-19 13:59:52,technical,low,0,English
architect,director,170,False,False,not urgent and not important,2019-09-25,2019-09-25 17:21:40,technical,high,0,English
Contractor,General Contractor,95,False,False,not urgent and not important,1968-09-21,1968-09-21 07:52:52,technical,low,0,English
Electrician,Architect,177,False,False,not urgent and not important,1998-03-10,1998-03-10 14:10:06,administrative,low,0,English
Other,Other,660,False,False,not urgent and not important,1987-10-15,1987-10-15 13:32:00,administrative,medium,0,English
Subcontractor,Owner,53,False,False,not urgent and important,1987-08-27,1987-08-27 15:04:51,technical,medium,0,English
Contractor,Client,126,False,False,not urgent and not important,1993-03-01,1993-03-01 15:25:51,logistical,high,0,English
